TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Break and Enter Commercial,2019,10,22,2,59,17XX POWELL ST,Grandview-Woodland,494890.322663,5459021.1374699995
Break and Enter Commercial,2019,11,6,4,44,17XX POWELL ST,Grandview-Woodland,494909.466938,5459016.71185
Break and Enter Commercial,2019,10,27,5,45,17XX W GEORGIA ST,West End,490277.20197700005,5459988.08925
Break and Enter Commercial,2019,9,1,8,0,18XX BARCLAY ST,West End,489961.51737200003,5459740.75667
Break and Enter Commercial,2019,9,7,23,0,18XX BARCLAY ST,West End,489961.51737200003,5459740.75667
Break and Enter Commercial,2019,8,3,1,46,18XX COMMERCIAL DR,Grandview-Woodland,494926.547378,5457277.57247
Break and Enter Commercial,2019,9,6,10,16,18XX CROWE ST,Mount Pleasant,491844.971569,5457336.67816
Break and Enter Commercial,2019,7,8,14,14,18XX CROWE ST,Mount Pleasant,491875.10206400004,5457294.4062
Break and Enter Commercial,2019,9,23,12,3,18XX CROWE ST,Mount Pleasant,491875.10206400004,5457294.4062
Break and Enter Commercial,2019,8,9,5,0,18XX E HASTINGS ST,Grandview-Woodland,495077.00998100004,5458717.65213
Break and Enter Commercial,2019,10,16,8,55,18XX E HASTINGS ST,Grandview-Woodland,495103.69771599997,5458726.3415
Break and Enter Commercial,2019,7,5,4,0,18XX E HASTINGS ST,Grandview-Woodland,495115.794371,5458726.13491
Break and Enter Commercial,2019,7,7,19,13,18XX E HASTINGS ST,Grandview-Woodland,495115.794371,5458726.13491
Break and Enter Commercial,2019,8,31,8,36,18XX E HASTINGS ST,Grandview-Woodland,495115.794371,5458726.13491
Break and Enter Commercial,2019,10,16,10,5,18XX E PENDER ST,Grandview-Woodland,495132.593923,5458617.59483
Break and Enter Commercial,2019,10,11,5,0,18XX MACDONALD ST,Kitsilano,487757.884875,5457494.0067
Break and Enter Commercial,2019,8,16,4,8,18XX NELSON ST,West End,489847.990282,5459698.78051
Break and Enter Commercial,2019,10,15,3,24,18XX RENFREW ST,Hastings-Sunrise,496786.334087,5457292.75923
Break and Enter Commercial,2019,8,7,1,0,18XX ROBSON ST,West End,490069.95691899996,5459951.9126699995
Break and Enter Commercial,2019,7,8,17,55,18XX VICTORIA DVRS,Kensington-Cedar Cottage,495090.427728,5455670.49108
Break and Enter Commercial,2019,7,7,2,30,18XX W 57TH AVE,Kerrisdale,489156.345462,5451859.22154
Break and Enter Commercial,2019,9,19,16,6,18XX YORK AVE,Kitsilano,489270.147742,5457651.23003
Break and Enter Commercial,2019,10,12,15,0,18XX YORK AVE,Kitsilano,489270.147742,5457651.23003
Break and Enter Commercial,2019,9,18,3,45,18XX YORK AVE,Kitsilano,489309.42774099996,5457650.24477
Break and Enter Commercial,2019,8,6,0,0,19XX ALBERNI ST,West End,490087.242253,5460077.5535699995
Break and Enter Commercial,2019,11,2,16,36,19XX ALBERNI ST,West End,490087.242253,5460077.5535699995
Break and Enter Commercial,2019,7,19,23,0,19XX BARCLAY ST,West End,489841.280437,5459872.41973
Break and Enter Commercial,2019,10,8,2,0,19XX BARCLAY ST,West End,489841.280437,5459872.41973
Break and Enter Commercial,2019,10,19,0,22,19XX COMMERCIAL DR,Grandview-Woodland,494925.576438,5457175.421630001
Break and Enter Commercial,2019,10,23,0,43,19XX COMMERCIAL DR,Grandview-Woodland,494925.576438,5457175.421630001
Break and Enter Commercial,2019,8,7,3,35,19XX COMMERCIAL DR,Grandview-Woodland,494925.652346,5457180.80655
Break and Enter Commercial,2019,7,9,3,50,19XX COMMERCIAL DR,Grandview-Woodland,494935.405069,5457224.04255
Break and Enter Commercial,2019,10,29,2,17,19XX COMMERCIAL DR,Grandview-Woodland,494935.405069,5457224.04255
Break and Enter Commercial,2019,8,27,9,30,19XX CORNWALL AVE,Kitsilano,489097.413425,5457765.31664
Break and Enter Commercial,2019,9,10,6,0,19XX GLEN DR,Strathcona,494074.706249,5457339.57131
Break and Enter Commercial,2019,10,8,23,0,19XX PANDORA ST,Grandview-Woodland,495276.92909799994,5458918.44901
Break and Enter Commercial,2019,9,14,3,13,19XX POWELL ST,Grandview-Woodland,495318.408136,5459127.40603
Break and Enter Commercial,2019,10,9,19,0,19XX ROBSON ST,West End,490015.666821,5459994.043219999
Break and Enter Commercial,2019,7,17,3,35,19XX STEPHENS ST,Kitsilano,487903.206506,5457312.11754
Break and Enter Commercial,2019,7,23,4,45,19XX TRIUMPH ST,Grandview-Woodland,495262.777559,5459026.1323
Break and Enter Commercial,2019,9,1,4,12,19XX W 4TH AVE,Kitsilano,489200.303129,5457269.7658400005
Break and Enter Commercial,2019,10,14,1,30,19XX W 4TH AVE,Kitsilano,489216.184449,5457260.21825
Break and Enter Commercial,2019,10,16,21,45,19XX W 4TH AVE,Kitsilano,489216.184449,5457260.21825
Break and Enter Commercial,2019,9,23,4,22,19XX WYLIE ST,Mount Pleasant,491771.81119700003,5457213.62438
Break and Enter Commercial,2019,10,21,21,59,1X E PENDER ST,Central Business District,492432.84351000004,5458637.33725
Break and Enter Commercial,2019,7,23,5,32,1X W BROADWAY AVE,Mount Pleasant,492338.248266,5456696.13019
Break and Enter Commercial,2019,8,19,4,20,1X W CORDOVA ST,Central Business District,492385.36005200003,5458872.4547
Break and Enter Commercial,2019,10,28,6,29,1XX DAVIE ST,Central Business District,491205.657615,5457905.28036
Break and Enter Commercial,2019,8,20,7,24,1XX DUNLEVY AVE,Strathcona,493073.51461499993,5459006.39238
Break and Enter Commercial,2019,8,23,6,26,1XX DUNLEVY AVE,Strathcona,493073.51461499993,5459006.39238
Break and Enter Commercial,2019,8,16,18,0,1XX E 11TH AVE,Mount Pleasant,492581.12198999996,5456485.1704
Break and Enter Commercial,2019,7,25,5,48,1XX E 14TH AVE,Mount Pleasant,492567.908419,5456183.2385
Break and Enter Commercial,2019,8,21,5,10,1XX E 2ND AVE,Mount Pleasant,492638.343072,5457374.11718
Break and Enter Commercial,2019,7,17,4,39,1XX E 37TH AVE,Riley Park,492473.29936400003,5453835.76657
Break and Enter Commercial,2019,9,20,5,56,1XX E 41ST AVE,Sunset,492595.374012,5453359.29238
Break and Enter Commercial,2019,8,14,17,30,1XX E 6TH AVE,Mount Pleasant,492539.02948800003,5456974.1796
Break and Enter Commercial,2019,8,23,20,45,1XX E 7TH AVE,Mount Pleasant,492523.27190600004,5456874.93953
Break and Enter Commercial,2019,9,22,8,45,1XX E BROADWAY AVE,Mount Pleasant,492518.20198,5456689.34522
Break and Enter Commercial,2019,7,19,5,1,1XX E BROADWAY AVE,Mount Pleasant,492521.257091,5456698.36977
Break and Enter Commercial,2019,7,19,11,0,1XX E BROADWAY AVE,Mount Pleasant,492521.257091,5456698.36977
Break and Enter Commercial,2019,8,10,5,24,1XX E BROADWAY AVE,Mount Pleasant,492541.244871,5456688.38406
Break and Enter Commercial,2019,10,10,9,0,1XX E BROADWAY AVE,Mount Pleasant,492612.17632299993,5456694.57803
Break and Enter Commercial,2019,10,22,8,22,1XX E CORDOVA ST,Central Business District,492574.960137,5458852.88416
Break and Enter Commercial,2019,8,7,21,14,1XX E HASTINGS ST,Central Business District,492688.956607,5458743.98426
Break and Enter Commercial,2019,10,21,23,29,1XX E PENDER ST,Central Business District,492595.392849,5458640.481430001
Break and Enter Commercial,2019,7,15,14,52,1XX E PENDER ST,Central Business District,492636.590811,5458638.89006
Break and Enter Commercial,2019,9,29,23,49,1XX E PENDER ST,Central Business District,492677.78877399996,5458637.298690001
Break and Enter Commercial,2019,10,23,5,26,1XX KEEFER PL,Central Business District,492115.799258,5458573.67079
Break and Enter Commercial,2019,10,9,1,31,1XX KEEFER ST,Central Business District,492710.437172,5458526.65154
Break and Enter Commercial,2019,7,10,12,34,1XX POWELL ST,Central Business District,492697.018465,5458939.74834
Break and Enter Commercial,2019,7,13,19,20,1XX POWELL ST,Central Business District,492697.018465,5458939.74834
Break and Enter Commercial,2019,9,2,17,51,1XX SWITCHMEN ST,Mount Pleasant,492662.244233,5457578.3208099995
Break and Enter Commercial,2019,9,25,10,33,1XX VICTORIA DR,Grandview-Woodland,495237.319834,5458933.971940001
Break and Enter Commercial,2019,10,9,16,30,1XX W 2ND AVE,Mount Pleasant,492197.84644799994,5457401.853130001
Break and Enter Commercial,2019,9,24,18,0,1XX W 2ND AVE,Mount Pleasant,492229.248039,5457401.13293
Break and Enter Commercial,2019,8,23,5,30,1XX W 3RD AVE,Mount Pleasant,492048.738283,5457293.1243199995
Break and Enter Commercial,2019,11,6,20,0,1XX W 3RD AVE,Mount Pleasant,492186.508152,5457289.50234
Break and Enter Commercial,2019,9,1,2,32,1XX W 3RD AVE,Mount Pleasant,492190.444435,5457289.39885
Break and Enter Commercial,2019,7,28,16,0,1XX W 49TH AVE,Oakridge,492102.36751199997,5452559.96672
Break and Enter Commercial,2019,9,19,21,0,1XX W 49TH AVE,Oakridge,492102.36751199997,5452559.96672
Break and Enter Commercial,2019,9,1,2,3,1XX W 5TH AVE,Mount Pleasant,492213.05646899994,5457096.09654
Break and Enter Commercial,2019,9,2,15,0,1XX W 6TH AVE,Mount Pleasant,492046.34770200006,5456997.14592
Break and Enter Commercial,2019,7,17,3,30,1XX W 7TH AVE,Mount Pleasant,492131.77473299997,5456895.14966
Break and Enter Commercial,2019,8,29,17,0,1XX W BROADWAY AVE,Mount Pleasant,492076.05976599996,5456714.826219999
Break and Enter Commercial,2019,11,14,2,35,1XX W BROADWAY AVE,Mount Pleasant,492164.283605,5456701.934169999
Break and Enter Commercial,2019,8,1,9,4,1XX W BROADWAY AVE,Mount Pleasant,492213.90582700004,5456699.830680001
Break and Enter Commercial,2019,9,13,2,55,1XX W CORDOVA ST,Central Business District,492206.33754499996,5458916.1750300005
Break and Enter Commercial,2019,7,13,16,29,1XX W GEORGIA ST,Central Business District,491773.944775,5458495.49851
Break and Enter Commercial,2019,7,30,11,15,1XX W GEORGIA ST,Central Business District,491886.33506,5458401.37573
Break and Enter Commercial,2019,7,31,3,35,1XX W HASTINGS ST,Central Business District,492031.984512,5458862.92439
Break and Enter Commercial,2019,9,12,4,25,1XX W HASTINGS ST,Central Business District,492127.454241,5458829.108580001
Break and Enter Commercial,2019,7,15,4,40,1XX W HASTINGS ST,Central Business District,492193.60056899994,5458809.219819999
Break and Enter Commercial,2019,9,8,2,22,1XX W KENT AVE N,Marpole,492033.09307299997,5450462.02599
Break and Enter Commercial,2019,10,14,9,42,1XX W PENDER ST,Central Business District,492112.503154,5458719.23412
Break and Enter Commercial,2019,7,12,8,34,1XX W PENDER ST,Central Business District,492140.542148,5458721.083459999
Break and Enter Commercial,2019,7,11,4,30,1XX WATER ST,Central Business District,492202.98474600003,5459031.72206
Break and Enter Commercial,2019,8,2,2,56,1XX WATER ST,Central Business District,492202.98474600003,5459031.72206
Break and Enter Commercial,2019,7,12,8,28,1XX WATER ST,Central Business District,492231.95283599995,5459033.45051
Break and Enter Commercial,2019,8,10,8,3,1XX WATER ST,Central Business District,492231.95283599995,5459033.45051
Break and Enter Commercial,2019,7,1,0,0,1XX WATER ST,Central Business District,492233.521251,5459023.56697
Break and Enter Commercial,2019,7,31,2,0,20XX COLUMBIA ST,Mount Pleasant,492033.158547,5457172.70489
Break and Enter Commercial,2019,9,14,4,30,20XX DUNDAS ST,Grandview-Woodland,495411.04147299996,5459114.31906
Break and Enter Commercial,2019,11,4,8,24,20XX GLEN DR,Strathcona,494088.983237,5457116.20347
Break and Enter Commercial,2019,9,10,21,55,20XX MAIN ST,Mount Pleasant,492665.003286,5457164.53991
Break and Enter Commercial,2019,10,21,1,45,20XX W 10TH AVE,Kitsilano,488932.14006999996,5456682.59664
Break and Enter Commercial,2019,9,13,8,21,20XX W 41ST AVE,Shaughnessy,488879.910617,5453545.094330001
Break and Enter Commercial,2019,9,5,19,15,20XX W 43RD AVE,Kerrisdale,488734.59722299996,5453340.54216
Break and Enter Commercial,2019,8,18,23,0,20XX W 8TH AVE,Kitsilano,489025.9658,5456889.82256
Break and Enter Commercial,2019,7,12,9,35,20XX W BROADWAY AVE,Kitsilano,488884.936272,5456799.709009999
Break and Enter Commercial,2019,11,6,1,46,20XX W BROADWAY AVE,Kitsilano,488884.936272,5456799.709009999
Break and Enter Commercial,2019,11,10,2,44,20XX W BROADWAY AVE,Kitsilano,488884.936272,5456799.709009999
Break and Enter Commercial,2019,8,18,7,57,21XX COMMERCIAL DR,Grandview-Woodland,494922.163174,5456962.0175
Break and Enter Commercial,2019,7,3,14,15,21XX DUNDAS ST,Grandview-Woodland,495565.71055600006,5459122.92693
Break and Enter Commercial,2019,9,3,4,40,21XX GRANVILLE ST,Fairview,489922.397382,5457106.294919999
Break and Enter Commercial,2019,10,29,11,0,21XX W 48TH AVE,Kerrisdale,488650.413433,5452822.59545
Break and Enter Commercial,2019,11,14,2,55,21XX W 4TH AVE,Kitsilano,488769.792012,5457280.449990001
Break and Enter Commercial,2019,10,8,7,16,21XX W 4TH AVE,Kitsilano,488779.28318900004,5457280.213819999
Break and Enter Commercial,2019,7,5,17,0,21XX W BROADWAY AVE,Kitsilano,488785.26666400005,5456793.3212
Break and Enter Commercial,2019,7,3,20,35,21XX W BROADWAY AVE,Kitsilano,488795.403649,5456802.1869
Break and Enter Commercial,2019,8,1,0,0,21XX WALL ST,Grandview-Woodland,495606.700176,5459478.85222
Break and Enter Commercial,2019,10,27,2,44,22XX CAMBIE ST,Mount Pleasant,491656.68272299995,5456919.97441
Break and Enter Commercial,2019,8,20,2,19,22XX CLARK DR,Mount Pleasant,494358.516384,5456848.99703
Break and Enter Commercial,2019,7,5,16,0,22XX COLUMBIA ST,Mount Pleasant,492031.684266,5456960.78995
Break and Enter Commercial,2019,7,20,17,55,22XX COLUMBIA ST,Mount Pleasant,492031.684266,5456960.78995
Break and Enter Commercial,2019,10,14,3,0,22XX E HASTINGS ST,Grandview-Woodland,495724.711721,5458710.20743
Break and Enter Commercial,2019,10,21,6,1,22XX GRANVILLE ST,Fairview,489930.325847,5457040.90551
Break and Enter Commercial,2019,8,14,5,30,22XX MCGILL ST,Grandview-Woodland,495660.535527,5459526.7353
Break and Enter Commercial,2019,10,12,23,0,22XX W 2ND AVE,Kitsilano,488590.02486199996,5457483.69265
Break and Enter Commercial,2019,10,27,20,12,22XX W 2ND AVE,Kitsilano,488659.703458,5457481.91798
Break and Enter Commercial,2019,11,8,2,9,22XX W 41ST AVE,Arbutus Ridge,488471.82164700003,5453555.33375
Break and Enter Commercial,2019,8,13,3,16,22XX W 4TH AVE,Kitsilano,488591.34454099997,5457275.66849
Break and Enter Commercial,2019,8,13,9,20,22XX W 4TH AVE,Kitsilano,488625.97545200004,5457274.82805
Break and Enter Commercial,2019,7,16,9,2,22XX W 4TH AVE,Kitsilano,488692.09404799994,5457282.36986
Break and Enter Commercial,2019,7,10,18,0,22XX W 7TH AVE,Kitsilano,488582.821797,5456993.745080001
Break and Enter Commercial,2019,10,7,2,0,23XX BOUNDARY RD,Renfrew-Collingwood,498269.625018,5456841.19343
Break and Enter Commercial,2019,9,22,4,32,23XX CAMBIE ST,Mount Pleasant,491656.06403999997,5456874.17076
Break and Enter Commercial,2019,7,6,2,0,23XX CAMBRIDGE ST,Grandview-Woodland,495828.730641,5459313.730719999
Break and Enter Commercial,2019,7,14,7,24,23XX GALT ST,Kensington-Cedar Cottage,495752.758249,5454472.97291
Break and Enter Commercial,2019,9,3,3,33,23XX GRANVILLE ST,Fairview,489918.28758299997,5456928.872880001
Break and Enter Commercial,2019,10,12,23,0,23XX W 2ND AVE,Kitsilano,488453.35761400004,5457487.27089
Break and Enter Commercial,2019,8,3,0,30,23XX W 39TH AVE,Arbutus Ridge,488310.04432399996,5453755.658009999
Break and Enter Commercial,2019,10,15,17,30,24XX CORNWALL AVE,Kitsilano,488361.231566,5457774.8288199995
Break and Enter Commercial,2019,9,7,13,51,24XX E BROADWAY AVE,Renfrew-Collingwood,495898.254834,5456589.76354
Break and Enter Commercial,2019,9,16,23,0,24XX PRINCE ALBERT ST,Mount Pleasant,493653.58658199996,5456713.804219999
Break and Enter Commercial,2019,9,3,17,30,24XX SPRUCE ST,Fairview,490619.406925,5456769.56217
Break and Enter Commercial,2019,7,18,9,19,24XX STEPHENS ST,Kitsilano,487892.132328,5456835.15503
Break and Enter Commercial,2019,8,6,6,21,24XX W BROADWAY AVE,Kitsilano,488343.238054,5456814.76026
Break and Enter Commercial,2019,7,16,11,35,25XX CAROLINA ST,Mount Pleasant,493371.026607,5456610.58154
Break and Enter Commercial,2019,8,6,19,43,25XX CAROLINA ST,Mount Pleasant,493371.026607,5456610.58154
Break and Enter Commercial,2019,10,8,19,14,25XX E HASTINGS ST,Hastings-Sunrise,496071.080221,5458709.23786
Break and Enter Commercial,2019,9,13,19,0,25XX E HASTINGS ST,Hastings-Sunrise,496098.966534,5458718.3034
Break and Enter Commercial,2019,7,19,3,40,25XX GRANVILLE ST,Fairview,489924.415301,5456683.47024
Break and Enter Commercial,2019,11,12,3,53,25XX KINGSWAY AVE,Renfrew-Collingwood,496115.84922200005,5454096.9727
Break and Enter Commercial,2019,9,6,0,0,25XX PENTICTON ST,Renfrew-Collingwood,496138.89767399995,5456546.44921
Break and Enter Commercial,2019,8,9,12,42,25XX WATSON ST,Mount Pleasant,492707.758993,5456674.90305
Break and Enter Commercial,2019,8,24,11,46,26XX ALBERTA ST,Mount Pleasant,491927.469737,5456580.34736
Break and Enter Commercial,2019,7,28,18,28,26XX ALMA ST,West Point Grey,486469.75999799994,5456738.8793
Break and Enter Commercial,2019,9,11,4,0,26XX ASH ST,Fairview,491449.613267,5456583.23225
Break and Enter Commercial,2019,8,2,1,20,26XX E 49TH AVE,Victoria-Fraserview,496037.691244,5452452.51321
Break and Enter Commercial,2019,9,11,18,30,26XX HEMLOCK ST,Fairview,490098.736378,5456634.60444
Break and Enter Commercial,2019,8,18,16,14,26XX LAKEWOOD DR,Kensington-Cedar Cottage,495489.210252,5456442.24119
Break and Enter Commercial,2019,9,3,7,29,26XX MARINE CRES,Kerrisdale,487978.578796,5452715.2037
Break and Enter Commercial,2019,7,11,8,11,26XX RENFREW ST,Renfrew-Collingwood,496768.7814810001,5456385.0983
Break and Enter Commercial,2019,9,1,12,0,26XX RUPERT ST,Renfrew-Collingwood,497554.618316,5456431.24434
Break and Enter Commercial,2019,9,29,13,0,26XX RUPERT ST,Renfrew-Collingwood,497554.618316,5456431.24434
Break and Enter Commercial,2019,11,12,0,5,27XX COMMERCIAL DR,Kensington-Cedar Cottage,494913.808483,5456352.41339
Break and Enter Commercial,2019,10,9,8,49,27XX E 12TH AVE,Renfrew-Collingwood,496447.804613,5456225.092130001
Break and Enter Commercial,2019,9,8,13,57,27XX E BROADWAY AVE,Renfrew-Collingwood,496537.51888900006,5456578.6085
Break and Enter Commercial,2019,9,19,8,6,27XX E HASTINGS ST,Hastings-Sunrise,496510.89168100007,5458707.95551
Break and Enter Commercial,2019,8,18,23,34,27XX E HASTINGS ST,Hastings-Sunrise,496593.16900200007,5458716.8218
